Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
304,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
305,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
306,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
307,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
308,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
309,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
310,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
318,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
319,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
320,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
321,894.0075,0.0,0.0,0.0,0.0,0.0,2132.812725,0.0,1800.0,3026.820225
322,449.748,0.0,0.0,0.0,0.0,0.0,2563.74444,0.0,1800.0,3013.49244
323,2140.965,0.0,0.0,0.0,0.0,0.0,923.26395,0.0,1800.0,3064.22895
324,357.2925,0.0,0.0,0.0,0.0,0.0,2653.426275,0.0,1800.0,3010.718775
325,218.6565,0.0,0.0,0.0,0.0,0.0,2787.903195,0.0,1800.0,3006.559695
326,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
327,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
328,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
329,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
330,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
331,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
332,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
333,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
334,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
342,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
343,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
344,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
345,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
346,768.0735,0.0,0.0,0.0,0.0,0.0,2254.968705,0.0,1800.0,3023.042205
347,195.303,0.0,0.0,0.0,0.0,0.0,2810.55609,0.0,1800.0,3005.85909
348,122.1006,0.0,0.0,0.0,0.0,0.0,2881.562418,0.0,1800.0,3003.663018
349,79.494,0.0,0.0,0.0,0.0,0.0,2922.89082,0.0,1800.0,3002.38482
350,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
351,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
352,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
353,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
354,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
355,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
356,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
357,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
358,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
366,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
367,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
368,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
369,710.2155,0.0,0.0,0.0,0.0,0.0,2311.090965,0.0,1800.0,3021.3064649999997
370,156.891,0.0,0.0,0.0,0.0,0.0,2847.81573,0.0,1800.0,3004.70673
371,229.521,0.0,0.0,0.0,0.0,0.0,2777.36463,0.0,1800.0,3006.88563
372,174.123,0.0,0.0,0.0,0.0,0.0,2831.10069,0.0,1800.0,3005.2236900000003
373,49.21905,0.0,0.0,0.0,0.0,0.0,2952.2575215,0.0,1800.0,3001.4765715000003
374,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
375,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
376,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
377,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
378,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
379,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
380,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
381,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
382,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
390,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
391,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
392,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
393,1074.1875,0.0,0.0,0.0,0.0,0.0,1958.038125,0.0,1800.0,3032.225625
394,3092.78350515464,108.951494845361,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,3092.78350515464
395,1988.64,0.0,0.0,0.0,0.0,0.0,1071.0192,0.0,1903.569291,3059.6592
396,567.9,0.0,0.0,0.0,0.0,0.0,2449.137,0.0,1903.569291,3017.0370000000003
397,59.7552,0.0,0.0,0.0,0.0,0.0,2942.037456,0.0,1903.569291,3001.792656
398,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
399,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
400,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
401,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
402,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
403,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
404,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
405,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
406,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,0.0
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,0.0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.569291,0.0
413,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1903.569291,750.0
414,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
415,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
416,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1903.569291,3000.0
417,1529.76,0.0,0.0,0.0,0.0,0.0,1516.1328,0.0,1903.569291,3045.8928
418,2411.985,0.0,0.0,0.0,0.0,0.0,660.37455,0.0,1903.569291,3072.35955
419,1342.4655,0.0,0.0,0.0,0.0,0.0,1697.808465,0.0,1903.569291,3040.2739650000003
420,763.1025,0.0,0.0,0.0,96.4437237791999,0.0,2169.98217941681,0.0,1800.0,3029.52840319601
421,1662.0,0.0,0.0,0.0,0.0,0.0,1387.86,0.0,1800.0,3049.8599999999997
422,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
423,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
424,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
425,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
426,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
427,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
428,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
429,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
430,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
438,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
439,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
440,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
441,1743.645,0.0,0.0,0.0,0.0,0.0,1308.66435,0.0,1800.0,3052.30935
442,2545.53,0.0,0.0,0.0,0.0,0.0,530.8359,0.0,1800.0,3076.3659000000002
443,1433.409,0.0,0.0,0.0,0.0,0.0,1609.59327,0.0,1800.0,3043.00227
444,792.8175,0.0,0.0,0.0,0.0,0.0,2230.967025,0.0,1800.0,3023.784525
445,1727.955,0.0,0.0,0.0,0.0,0.0,1323.88365,0.0,1800.0,3051.8386499999997
446,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
447,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
448,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
449,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
450,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
451,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
452,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
453,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
454,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
461,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
462,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
463,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
464,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
465,1665.255,0.0,0.0,0.0,0.0,0.0,1384.70265,0.0,1800.0,3049.9576500000003
466,2551.185,0.0,0.0,0.0,0.0,0.0,525.35055,0.0,1800.0,3076.53555
467,1180.758,0.0,0.0,0.0,0.0,0.0,1854.66474,0.0,1800.0,3035.42274
468,1004.466,0.0,0.0,0.0,0.0,0.0,2025.66798,0.0,1800.0,3030.13398
469,2033.7,0.0,0.0,0.0,0.0,0.0,1027.311,0.0,1800.0,3061.011
470,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
471,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
472,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
473,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
474,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
475,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
476,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
477,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
478,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
485,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
486,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
487,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
488,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
489,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
490,313.9995,0.0,0.0,0.0,0.0,0.0,2695.420485,0.0,1800.0,3009.419985
491,253.656,0.0,0.0,0.0,0.0,0.0,2753.95368,0.0,1800.0,3007.60968
492,214.11,0.0,0.0,0.0,0.0,0.0,2792.3133,0.0,1800.0,3006.4233
493,123.7158,0.0,0.0,0.0,0.0,0.0,2879.995674,0.0,1800.0,3003.7114739999997
494,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
495,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
496,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
497,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
498,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
499,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
500,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
501,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
502,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
509,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
510,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
511,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
512,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
513,1743.81,0.0,0.0,0.0,0.0,0.0,1308.5043,0.0,1800.0,3052.3143
514,2692.02,0.0,0.0,0.0,0.0,0.0,388.7406,0.0,1800.0,3080.7606
515,1573.23,0.0,0.0,0.0,0.0,0.0,1473.9669,0.0,1800.0,3047.1969
516,1048.512,0.0,0.0,0.0,0.0,0.0,1982.94336,0.0,1800.0,3031.45536
517,2286.705,0.0,0.0,0.0,0.0,0.0,781.89615,0.0,1800.0,3068.60115
518,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
519,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
520,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
521,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
522,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
523,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
524,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
525,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
526,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15148.327372186,16200.0,0.0
529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
533,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,16200.0,750.0
534,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
535,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
536,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
537,1985.19,0.0,0.0,0.0,0.0,0.0,1074.3657,0.0,16200.0,3059.5557
538,2835.93,0.0,0.0,0.0,0.0,0.0,249.1479,0.0,16200.0,3085.0778999999998
539,1768.725,0.0,0.0,0.0,0.0,0.0,1284.33675,0.0,16200.0,3053.06175
540,1227.5925,0.0,0.0,0.0,0.0,0.0,1809.235275,0.0,16200.0,3036.8277749999997
541,2521.08,0.0,0.0,0.0,0.0,0.0,554.5524,0.0,16200.0,3075.6324
542,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
543,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
544,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
545,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
546,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
547,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
548,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
549,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
550,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0
557,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,16200.0,750.0
558,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
559,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
560,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
561,2185.335,0.0,0.0,0.0,0.0,0.0,880.22505,0.0,16200.0,3065.56005
562,3034.635,0.0,0.0,0.0,0.0,0.0,56.4040499999996,0.0,16200.0,3091.03905
563,1893.405,0.0,0.0,0.0,0.0,0.0,1163.39715,0.0,16200.0,3056.80215
564,1201.3005,0.0,0.0,0.0,0.0,0.0,1834.738515,0.0,16200.0,3036.0390150000003
565,2754.15,0.0,0.0,0.0,0.0,0.0,328.4745,0.0,16200.0,3082.6245
566,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
567,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,16200.0,3000.0
568,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,12740.3248662628,3221.64948453608
569,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,9280.6497325256,3221.64948453608
570,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,5820.97459878839,3221.64948453608
571,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,2361.29946505119,3221.64948453608
572,0.0,0.0,0.0,0.0,522.682061855668,0.0,2513.278464,0.0,1800.0,3035.960525855668
573,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
574,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
581,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
582,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
583,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
584,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
585,2098.8,0.0,0.0,0.0,0.0,0.0,964.164,0.0,1800.0,3062.964
586,3092.78350515464,417.801494845361,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,3092.78350515464
587,2196.15,0.0,0.0,0.0,0.0,0.0,869.7345,0.0,2197.162101,3065.8845
588,1512.165,0.0,0.0,0.0,0.0,0.0,1533.19995,0.0,2197.162101,3045.36495
589,2171.115,0.0,0.0,0.0,0.0,0.0,894.01845,0.0,2197.162101,3065.13345
590,60.24255,0.0,0.0,0.0,0.0,0.0,2941.5647265,0.0,2197.162101,3001.8072764999997
591,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
592,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
593,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
594,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
595,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
596,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
597,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
598,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,0.0
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,0.0
601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,0.0
602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,0.0
603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,0.0
604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.162101,0.0
605,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,2197.162101,750.0
606,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
607,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
608,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2197.162101,3000.0
